StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,timing_info_consent_First Click,timing_info_consent_Last Click,timing_info_consent_Page Submit,timing_info_consent_Click Count,CONSENT,prolific ID,prolif_check,vax_att_1,vax_att_2,vax_att_3,vax_att_4,vax_att_5,att_check_1,vax_yet,vax_futureY,vax_futureN,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_control_1_First Click,timing_control_1_Last Click,timing_control_1_Page Submit,timing_control_1_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timing_control2_First Click,timing_control2_Last Click,timing_control2_Page Submit,timing_control2_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timing_control3_First Click,timing_control3_Last Click,timing_control3_Page Submit,timing_control3_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,Q1,timing_choice1_First Click,timing_choice1_Last Click,timing_choice1_Page Submit,timing_choice1_Click Count,Q2,timing_choice2_First Click,timing_choice2_Last Click,timing_choice2_Page Submit,timing_choice2_Click Count,Q3,timing_choice3_First Click,timing_choice3_Last Click,timing_choice3_Page Submit,timing_choice3_Click Count,Q4,timing_choice4_First Click,timing_choice4_Last Click,timing_choice4_Page Submit,timing_choice4_Click Count,post_vax_att_1,post_vax_att_2,post_vax_att_3,post_vax_att_4,post_vax_att_5,att_check_2,vax_future_2,experience_1,experience_2,experience_3,experience_4,information_1,information_2,information_3,information_4,ITT_1_A,ITT_2_A,ITT_3_A,timing_ITT_A_First Click,timing_ITT_A_Last Click,timing_ITT_A_Page Submit,timing_ITT_A_Click Count,ITT_1_F,ITT_2_F,ITT_3_F,timing_ITT_F_First Click,timing_ITT_F_Last Click,timing_ITT_F_Page Submit,timing_ITT_F_Click Count,discuss_1,read_1,age,gender,gender_4_TEXT,edu,take_part_again,anything_else,friend,PROLIFIC_PID,condition,clicked_t,clicked_f,FL_3_DO,Block1_Cntrl_DO,Block2_Cntrl_DO,Block3_Cntrl_DO,Block4_Cntrl_DO
24/05/2021,24/05/2021,IP Address,100,683,TRUE,24/05/2021 18:51,R_0ezGOd0l06sGQed,anonymous,EN,16.038,16.038,18.122,1,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do I really need a vaccine?,0,0,102.71,0,"Could the virus mutate, reducing the effectiveness of the vaccine?",0,0,65.743,0,Is the pharmaceutical industry getting richer because of these vaccines?,0,0,54.753,0,Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?,0,0,63.988,0,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat agree,Undecided,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Agree,I'm not a sociable person who's going to be around people and catch it. ,Why should I have a vaccine for the reason of protecting someone else? Especiallyt he NHS?,"There are so many variants appearing, and there's no guarantee that the currently available vaccine is effective against them.",9.089,68.708,103.526,3,I don't want to get sick!,They said I must have it so I'm having it.,It's my duty to protect others.,4.247,30.31,39.023,3,Never,Never,62,Female,-99,A levels,Likely,-99,No,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,888,TRUE,24/05/2021 18:51,R_3g1NWMZPko64uqT,anonymous,EN,50.252,160.942,162.27,2,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Disagree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,101.85,101.85,107.338,1,,,,,,,,,,,,,,,,,70.054,70.054,76.812,1,,,,,,,,,,,,,,,,,52.493,52.493,64.7,1,,,,,,,,,,,,,,,,,59.637,59.637,61.479,1,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat agree,Undecided,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,not enough time to judge long term side effects,already immune as contracted and recovered previously,dont want the breif illness that comes with it,8.959,102.261,103.299,12,dont wasnt to endanger relatives,want to travel abroad where it probably necessary,have to for work. employer requests it,4.753,67.277,68.789,8,Rarely,A few times a year,33,Male,-99,A levels,Likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl
24/05/2021,24/05/2021,IP Address,100,655,TRUE,24/05/2021 18:51,R_2dXtre2NkThUYaJ,anonymous,EN,30.49,30.49,32.391,1,YES,NA,Neutral (I don't have strong opinions either way),Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,0,0,50.749,0,,,,,,,,,,,,,,,,,0,0,39.046,0,,,,,,,,,,,,,,,,,0,0,66.366,0,,,,,,,,,,,,,,,,,0,0,65.286,0,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat agree,Yes,Agree,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,They are scared as it is new and they read something on twitter,They want to wait and see to be certain it is safe,The don't trust the government,5.543,76.156,99.632,4,It's the right thing to do for the community,I want my life back and this is the quickest way to get there,I have been vaccinated for loads of other things during my life,8.168,84.632,86.179,5,Rarely,Rarely,50,Male,-99,A levels,Very likely,no issues,No,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl
24/05/2021,24/05/2021,IP Address,100,547,TRUE,24/05/2021 18:52,R_UzoA0Opwg3GyeJz,anonymous,EN,4.055,5.132,6.03,2,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,214.671,223.337,224.73,2,,,,,,,,,,,,,,,,,5.123,5.123,7.011,1,,,,,,,,,,,,,,,,,4.314,4.314,6.626,1,,,,,,,,,,,,,,,,,7.462,7.462,9.512,1,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Strongly Agree,Strongly Disagree,Agree,Somewhat Agree,Somewhat agree,Undecided,Strongly Agree,Agree,Somewhat Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Disagree,its their decision completely and nobody can change their opinion,you will be protected if u have the vaccine so its a good thing,for vaccines to work worldwide then the majority need to be vaccinated so its a good thing,7.955,95.246,96.277,9,to be protected and not catch covid,to help stop the spread and protect others,so they dont become critical ill with the virus if they do contract it,9.98,60.903,62.169,6,Rarely,Rarely,34,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|2.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl
24/05/2021,24/05/2021,IP Address,100,714,TRUE,24/05/2021 18:52,R_3p8YdHHTMn051ro,anonymous,EN,2.326,5.395,6.435,5,YES,NA,Against (I feel negatively about the vaccines),Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,174.267,187.664,190.46,3,Is Covid-19 dangerous for someone young like me?,13.212,13.212,14.752,1,Are there serious side effects to the vaccine?,12.226,12.226,25.765,1,Is herd immunity possible without vaccination?,34.429,56.195,57.763,8,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat agree,Undecided,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,i don't think it's safe,"I'm young, i don't need it",it's been developed too quickly,128.907,130.431,156.713,2,i think it's for the greater good,i don't want to catch covid,it's the responsible thing to do,45.721,45.721,67.057,1,Most months,Once or twice a year,39,Female,-99,GCSEs,Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,725,TRUE,24/05/2021 18:52,R_w6FgNGDBDE9p1Xr,anonymous,EN,111.403,111.403,112.444,1,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,0,0,127.572,0,,,,,,,,,,,,,,,,,0,0,50.167,0,,,,,,,,,,,,,,,,,0,0,116.236,0,,,,,,,,,,,,,,,,,0,0,73.713,0,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat agree,Undecided,Agree,Somewhat Agree,Disagree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,We don't know the long term side effects,"It's suspiscious that ""they"" are giving it out for free",It's a means of population control,3.15,46.86,55.019,2,I want to protect my family,I want to do my part,It's the only way to stop how the world is now,3.66,3.66,33.229,1,Rarely,Once or twice a year,22,Male,-99,"Undergraduate degree (BSc, BA)",Likely,interesting (:,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl
24/05/2021,24/05/2021,IP Address,100,535,TRUE,24/05/2021 18:52,R_1DZSV3rB5Je11sw,anonymous,EN,1.815,8.337,9.098,5,YES,NA,Neutral (I don't have strong opinions either way),Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly disagree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,0.512,1.6,2.509,2,Do we know enough about Covid-19 to develop a vaccine?,0.531,1.148,1.942,2,Are there serious side effects to the vaccine?,1.48,2.351,3.394,2,How is the Covid-19 vaccine different to other vaccines?,0.855,0.855,2.312,1,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly agree,Yes,Agree,Agree,Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,They have not had enough time to research or trial the vaccine ,The vaccine is a ploy for the government to microchip the public,The vaccine has serious side effects ,1.389,118.073,119.413,7,The vaccine will help us to go back to normal and stop people dying ,The vaccine has been researched more thoroughly because it needed to be ready quicker (due to the pandemic),Having a vaccine is better than  dying,6,219.663,220.46,9,Most weeks,Most weeks,30,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,127,TRUE,24/05/2021 18:52,R_1Hi9bUSUxkPPwUy,anonymous,EN,54.012,54.012,56.073,1,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,829,TRUE,24/05/2021 18:52,R_3FWLcV3Tm4WDq8V,anonymous,EN,13.07,81.712,83.141,7,YES,NA,Neutral (I don't have strong opinions either way),Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,4.651,91.75,94.325,5,,,,,,,,,,,,,,,,,2.089,87.148,88.14,9,,,,,,,,,,,,,,,,,1.933,34.015,70.855,4,,,,,,,,,,,,,,,,,67.706,101.766,101.7,4,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat agree,Undecided,Somewhat Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Somewhat Agree,Disagree,Strongly Disagree,They have never been sick before and don‰Ûªt get flu jabs.,The vaccine was created in a very short space of time and needs more time.,If it‰Ûªs effective why do we still have to wear masks and socially distance.,7.244,99.131,99.922,7,To prevent the spread in case they are carriers but don‰Ûªt have symptoms.,For the greater good and protection of others.,"Might as well. After all, we don‰Ûªt really know what is in our food or anything else.",5.548,61.303,96.954,10,Rarely,Rarely,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl
24/05/2021,24/05/2021,IP Address,100,1323,TRUE,24/05/2021 18:52,R_2Pv62x0VuhT2MPn,anonymous,EN,5.187,11.351,13.083,3,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have the vaccines been rushed?,171.326,171.326,173.66,1,"Could the virus mutate, reducing the effectiveness of the vaccine?",0.868,0.868,14.281,1,Don't vaccines only have a placebo effect?,0,0,4.253,0,Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?,0,0,7.391,0,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat disagree,Yes,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Bill gates tracking us with microchips etc,I'll get autism if i am vaccinated ,vaccines damage your body,1.272,37.28,49.431,4,it helps covid rates decrease,better for me and the public,means life will be normal,1.855,378.283,380.448,7,Rarely,Never,19,Male,-99,A levels,Somewhat likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,508,TRUE,24/05/2021 18:53,R_3qECKizz25HQErW,anonymous,EN,32.93,37.318,38.415,4,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Agree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,19.633,22.225,23.072,3,"Could the virus mutate, reducing the effectiveness of the vaccine?",18.914,22.617,23.514,2,"Will the vaccine be effective long term, or can immunity go away?",12.422,12.422,13.481,1,Is herd immunity possible without vaccination?,13.749,13.749,46.997,1,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Agree,Somewhat agree,Yes,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,no long term proof of effectiveness,the vaccine was rushed,covid is constantly mutating,6.383,62.987,64.729,12,they want life to get back to normal quicker,they dont want to get seriously ill,they dont want to risk missing out on holidays etc,5.923,36.322,37.319,5,Rarely,Most weeks,27,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,86,TRUE,24/05/2021 18:53,R_2xX0A6bCi1RVN4f,anonymous,EN,29.287,29.287,32.2,1,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,629,TRUE,24/05/2021 18:53,R_3Pp3fDN5A9UJ1jW,anonymous,EN,2.986,18.156,19.947,14,YES,NA,Against (I feel negatively about the vaccines),Somewhat Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,1.266,11.603,17.564,16,,,,,,,,,,,,,,,,,5.9,35.693,36.529,20,,,,,,,,,,,,,,,,,3.698,34.24,35.09,26,,,,,,,,,,,,,,,,,4.442,46.832,51.014,20,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat agree,No,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,"It might kill me, I dont want to have a vaccine and die whereas I may not be effected my covid 19 ",It might make my health worse in the future as there is no scientific evidence of the effects long term.,It's still too new and we do not know how it will impact our health in the future ,18.557,142.602,162.884,17,I want to protect myself and everybody else around me,I know someone who does from covid and I don't want to risk my health ,I can go on holiday if I have the vaccine ,1.269,118.654,119.36,13,Rarely,Rarely,29,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl
24/05/2021,24/05/2021,IP Address,100,541,TRUE,24/05/2021 18:53,R_1pmNuI4nvbfzrXQ,anonymous,EN,4.368,14.79,16.001,7,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat disagree,No,,Yes,,,,,,,,,,,,,11.041,66.846,67.675,9,,,,,,,,,,,,,,,,,4.957,11.764,12.27,5,,,,,,,,,,,,,,,,,3.089,8.494,11.411,3,,,,,,,,,,,,,,,,,9.923,44.184,50.189,8,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat disagree,Yes,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Whats the point ... Flu kills more people and i donr have a flu jab ,"It's all about money, why bother next thing it will be a booster and a booster and a boostee for a new variant","Its about control, and away of forcing compliance by barring people from doing things with out a vaccination",11.29,142.679,152.373,6,Doing their bit to help nthe country get back up and going,Extra protection against the virus,So can go on holidays,6.876,59.745,60.721,11,Rarely,Most months,35,Male,-99,A levels,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl
24/05/2021,24/05/2021,IP Address,100,22,TRUE,24/05/2021 18:54,R_vJr5k5DxfXFpgv7,anonymous,EN,4.652,4.652,5.797,1,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,789,TRUE,24/05/2021 18:54,R_41JoeNSejbv7xsd,anonymous,EN,5.661,82.563,83.443,34,YES,NA,Neutral (I don't have strong opinions either way),Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat disagree,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do I really need a vaccine?,2.95,163.011,167.935,44,Can we trust vaccines from all countries?,3.507,83.272,100.171,33,"Will the vaccine be effective long term, or can immunity go away?",5.971,60.035,66.293,25,Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?,4.996,80.862,81.566,31,Agree,Strongly Agree,Agree,Agree,Agree,Somewhat agree,Yes,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Disagree,Disagree,They are young so don't need it ,They feel like Covid 19 is a hoax ,They are scared of injections ,15.512,47.708,48.204,10,They are doing it for the greater good ,Covid 19 can affect anybody so even though they are young they will take the precaution ,They will do anything to prevent another lockdown ,5.853,51.728,52.122,8,Most months,Rarely,29,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,Really interesting survey ,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,398,TRUE,24/05/2021 18:55,R_2S1OMGnbfIN88E9,anonymous,EN,5.966,11.658,12.701,5,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Disagree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have the vaccines been rushed?,1.421,4.093,5.107,4,"Could the virus mutate, reducing the effectiveness of the vaccine?",1.071,1.735,2.639,2,"Will the vaccine be effective long term, or can immunity go away?",0.602,0.602,1.477,1,What is a messenger RNA vaccine?,0.711,0.711,1.893,1,Somewhat Disagree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat agree,Undecided,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Unknown long term effects,Insufficient testing,Unknown long term effectiveness,8.268,51.869,52.573,10,Reduced symptoms if caught,Lower chance of death,Get back to normal life,5.037,65.641,66.367,11,A few times a year,A few times a year,36,Male,-99,"Undergraduate degree (BSc, BA)",Very likely,The question repeat could have been better explained that it was trying to gauge how much the text alters viewpoints,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,358,TRUE,24/05/2021 18:56,R_1P5AlbZjtl8W6Pe,anonymous,EN,2.684,6.095,7.851,3,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat disagree,No,,Yes,,,,,,,,,,,,,1.405,1.938,5.959,2,,,,,,,,,,,,,,,,,1.169,4.627,4.647,2,,,,,,,,,,,,,,,,,1.466,5.651,6.49,4,,,,,,,,,,,,,,,,,0.925,2.246,3.26,2,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat agree,Yes,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Blood clots being caused by the AstraZeneca jab,DONT KNOW THE LONGER TERM EFFECTS OF IT,Don‰Ûªt know what they are putting into body,5.093,50.705,51.381,8,Keep themselves safe from the spread of the virus,"Keep others safe from the spread of the virus, particularly vulnerable people ",To allow freedom of life to return to normal ,2.381,34.363,47.102,5,Rarely,Most weeks,32,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,I really liked the layout of survey ,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl
