"StartDate","CONSENT","prolif_check","vax_att_1","vax_att_2","vax_att_3","vax_att_4","vax_att_5","att_check_1","vax_yet","vax_futureY","vax_futureN","Q1","Q2","Q3","Q4","post_vax_att_1","post_vax_att_2","post_vax_att_3","post_vax_att_4","post_vax_att_5","att_check_2","vax_future_2","experience_1","experience_2","experience_3","experience_4","information_1","information_2","information_3","information_4","ITT_1_A","ITT_2_A","ITT_3_A","ITT_1_F","ITT_2_F","ITT_3_F","discuss_1","read_1","age","gender","gender_4_TEXT","edu","take_part_again","anything_else","friend","condition","clicked_t","clicked_f","ID","vax_yet_1","vax_future","vax_future_1","vax_change","vax_positive","choice_cond"
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat disagree","No","","No","","","","","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Somewhat agree",-1,"Somewhat Agree","Neither Agree nor Disagree","Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Disagree","Disagree","1)there have been more deaths from adverse reactions to vaccines from this vaccine than any others within the last 20 years ","2) trial period ongoing until 2023","3)risk vs benefit - benefits don't outweigh the risks associated ","1) they are concerned they will get covid and die ","2) reduce the spread tk others","3) government told them to","Most weeks","Most weeks","37","Female","-99","Undergraduate degree (BSc, BA)","Somewhat likely","-99","Yes","control","0","0",185,0,"No ",-1,0,0,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat disagree","No","","No","","","","","Disagree","Neither Agree nor Disagree","Disagree","Strongly Disagree","Disagree","Somewhat agree",-1,"Somewhat Agree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Agree","Disagree","Neither Agree nor Disagree","The vaccines are new and haven't been tested for long enough to know the long term side-effects.","They do not want to put foreign substances into their body and would rather rely on building their immune system naturally. ","They do not trust the pharmaceutical companies producing the vaccines, nor the government, who are pushing them. ","They want to feel immune and get back to their normal, everyday life ASAP. ","They believe it's selfish to not take it, so comply. ","Peer pressure. Their friends have taken it, so they believe they should too. ","Rarely","A few times a year","33","Female","-99","Undergraduate degree (BSc, BA)","Somewhat likely","-99","Yes","control","0","0",186,0,"No ",-1,0,0,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No","Are the vaccines safe?","Are vaccines dangerous in general?","Aren't other treatments preferable to vaccines?","Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Somewhat Disagree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Disagree","Disagree","Neither Agree nor Disagree","There is no need for it","They are approved under emergency use authorisation only and are not approved","They are still undergoing clinical trials and given the side effects and deaths from these vaccines to date these trials should have been stopped months ago","I believe everything the government and MSM tells me without question","They said that they are safe and effective, so they must be, why would they lie?","Doctors won't administer something that would cause harm","Rarely","Most weeks","47","Female","-99","Postgraduate degree (MSc, MA, MPhil)","Likely","-99","Yes","choice","0","0",187,0,"No ",-1,0,0,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat disagree","No","","No","Are the vaccines safe?","Is Covid-19 dangerous for someone young like me?","Is the pharmaceutical industry getting richer because of these vaccines?","How is the Covid-19 vaccine different to other vaccines?","Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Agree","Somewhat Agree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Disagree","Disagree","The side effect of people around the world have been horrific","Not enough time to ensure safety and Covid isnâ€™t as bad as the flu ","Itâ€™s a way of controlling people","To be able to do things ","Not to wear a mask, live life like before ","Immune to the vaccine","Most weeks","Most weeks","18","Female","-99","A levels","Very likely","-99","Yes","choice","0","0",188,0,"No ",-1,0,0,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Disagree","Somewhat disagree","No","","No","","","","","Disagree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","Disagree","Somewhat agree",-1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Disagree","Disagree","Disagree","They do not believe in Covid 19","They trust their own immune system","The vaccines will not work","It's selfish not to get one. Think of others. ","I do not want to get covid19","It's reccomended that we take the vaccine. ","Most months","Most weeks","40","Female","-99","A levels","Very likely","I wasn't asked to elaborate my own personal opinion on the subject; only to give 3 reason a person would/wouldn't take a Covid vaccine. They answers I gave are what I hear regularly on both sides and do not give an accurate representation of my true thoughts. ","Yes","control","0","0",189,0,"No ",-1,0,0,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Somewhat disagree","No","","No","","","","","Somewhat Disagree","Somewhat Disagree","Disagree","Somewhat Disagree","Agree","Somewhat agree",-1,"Agree","Somewhat Agree","Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Disagree","Strongly Disagree","The vaccine was formed to quickly ","Some people have experienced bad side effects even death","There is no evidence to show how effective it is","The vaccine has gone through 3 trials where it was tested on thousands of people before coming into the market ","The vaccine only gives you minor side effects such as fatigue, fever ","The  pharmaceutical companies make no profit from this they genuinely want to help","Rarely","Rarely","31","Female","-99","Postgraduate degree (MSc, MA, MPhil)","Very likely","-99","Yes","control","0","0",190,0,"No ",-1,0,0,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided","Can we trust who made the vaccine?","Can we trust vaccines from all countries?","Are there serious side effects to the vaccine?","Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Agree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","the vaccine hasn't been tested for the number of years required to know for certain whether it will cause serious side effects in the future","it causes blood clots and other side effects","most people don't die from the virus so there is no need for a vaccine","I don't want to die and this vaccine will protect me and my family","I trust the scientists, doctors, and government when they say I need it","It is the only way to come out of this pandemic","A few times a year","Most months","64","Female","-99","GCSEs","Likely","-99","Yes","choice","0","0",191,0,"Undecided ",0,0,0,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No","","","","","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","They could be Allergic to ingredients ","They may be Afraid of needles ","They may be Under age","They may want to travel and feel this means they would be the only option ","They may want to â€˜get back to Normalâ€™ and think this is the only way ","They may think that if they donâ€™t have it other people will judge them ","Never","Never","27","Female","-99","GCSEs","Very likely","-99","Yes","control","0","0",192,0,"No ",-1,0,0,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided","Do I really need a vaccine?","Are vaccines dangerous in general?","Are there serious side effects to the vaccine?","How is the Covid-19 vaccine different to other vaccines?","Somewhat Disagree","Somewhat Disagree","Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Agree","Somewhat Agree","Disagree","Disagree","Agree","Somewhat Agree","Disagree","Disagree","Bad experience with vaccines in the past.","Scared of long-lasting side effects.","Whether the vaccine is needed.","They are scared of not having it.","Worried about passing virus on to others.","The news/government tells the to.","Most months","Most months","31","Male","-99","A levels","Likely","None.","Yes","choice","0","0",193,0,"Undecided ",0,0,0,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat disagree","Yes","Undecided","","","","","","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat agree",1,"Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","It is still in trials so we are being treated as guinea pigs","There is some evidence of serious side effects","Not everyone needs to be vaccinated to have the population ok with it.","Its important that we all get the vaccinated so that we can stop spread of dis-ease","Its important to stop the NHS being overun","Its important so that we demonstrate to the younger people its needed","Rarely","Once or twice a year","49","Male","-99","Postgraduate degree (MSc, MA, MPhil)","Likely","-99","Yes","control","0","0",194,1," Undecided",0,1,1,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Disagree","Somewhat Agree","Somewhat disagree","No","","Undecided","Have the vaccines been rushed?","Could the virus mutate, reducing the effectiveness of the vaccine?","Is the pharmaceutical industry getting richer because of these vaccines?","Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?","Somewhat Disagree","Somewhat Disagree","Disagree","Somewhat Disagree","Somewhat Agree","Somewhat agree",0,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Not tested for long enough during trial stages ","Side effects including blood clots","Don't trust BoJo to act in our best interests ","They want to see family ","They think it's safe ","The government wouldnt approve it if it wasn't safe","Most weeks","Most months","30","Female","-99","Postgraduate degree (MSc, MA, MPhil)","Very likely","-99","Yes","choice","0","0",195,0,"Undecided ",0,0,0,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","Undecided","","","","","Disagree","Neither Agree nor Disagree","Strongly Disagree","Disagree","Somewhat Disagree","Somewhat agree",0,"Agree","Agree","Disagree","Disagree","Strongly Agree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","It hasnt been tested over years so we don't know the long term side effects","I feel it has been made too quickly","I don't want to put anything in my body which I feel is unsafe ","It will help the community ","It will give me immunity against covid","I feel safer with it ","Never","Most weeks","20","Female","-99","A levels","Very likely","-99","Yes","control","0","0",196,0,"Undecided ",0,0,0,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No","","","","","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Somewhat agree",-1,"Agree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","They donâ€™t trust it because it is rushed ","They are scared of any side effects ","They fear it will give them covid rather than protect against it ","They want to protect themselves and those around them ","They want to eradicate covid completely ","They feel they can trust those who made the vaccine ","Rarely","Rarely","36","Female","-99","GCSEs","Very likely","-99","Yes","control","0","0",197,0,"No ",-1,0,0,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Disagree","Disagree","Somewhat disagree","No","","No","Do I really need a vaccine?","Are vaccines dangerous in general?","Aren't other treatments preferable to vaccines?","How is the Covid-19 vaccine different to other vaccines?","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","Disagree","Somewhat agree",-1,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","It's been rushed/not enough time to be fully tested.","I don't trust vaccines in general.","I put my faith in God, not man's solutions.","We can finally get back to a normal life with these shots.","I am concerned about Covid-19 and don't want to get it.","My (insert peer pressuring family/friend/group/job) insisted I take it.","Rarely","Most months","26","Male","-99","Undergraduate degree (BSc, BA)","Very likely","-99","No","choice","0","0",198,0,"No ",-1,0,0,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Disagree","Somewhat disagree","No","","No","Do I really need a vaccine?","Can we trust vaccines from all countries?","Don't vaccines only have a placebo effect?","Is herd immunity possible without vaccination?","Somewhat Disagree","Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Strongly Agree","Strongly Agree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Disagree","Disagree","Worried about long-term effects. Or the danger to health from having to be injected year after year..for very little shown benefit","Vaccine hasn't proven effectiveness yet as we have just come out of lockdown. I believe they have used the effectiveness of the lockdown but given the glory to the vaccine","The cost and upkeep getting absolutely everyone vaccinated,would be better to get at risk groups done. Has been months since rollout yet less than half have the UK have been vaccinated fully. ","Possible Herd immunity, might not spread the virus ","Possibly less likely to get symptoms","Possibly less likely to suffer bad effects of do get it","Most months","Most months","42","Male","-99","Vocational Training / Apprenticeship","Very unlikely","Not enough space to write in the 3 reasons why and why not to get your point fully across.","Yes","choice","0","0",199,0,"No ",-1,1,1,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Agree","Disagree","Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No","Do I really need a vaccine?","Is Covid-19 dangerous for someone young like me?","Aren't other treatments preferable to vaccines?","Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?","Disagree","Somewhat Agree","Somewhat Disagree","Disagree","Neither Agree nor Disagree","Somewhat agree",-1,"Somewhat Agree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","They are fit and healthy so do not need it ","People who are vulnerable will have it so why should I? ","Usually vaccines take years to develop and we donâ€™t know the long term effects ","I want to travel abroad easily ","I worry about my mum/relative who is high risk ","We need herd immunity ","Most months","Most months","35","Female","-99","A levels","Very likely","-99","Yes","choice","0","0",200,0,"No ",-1,0,0,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No","","","","","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat agree",0,"Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","vaccine is not safe (a lot of deaths or strong reactions on astrazaneca or pfiser)","pharmaceutical companies and government want to get rich and control us","the virus mutates and existing vaccines are not effective","the vaccine will help protect the entire population of the planet","vaccines were tested and safe","consequences after covid19 are more serious than side effects after vaccine","Most weeks","Most weeks","37","Female","-99","Undergraduate degree (BSc, BA)","Very likely","i will take part in this survey with a great pleasure","Yes","control","0","0",201,0,"No ",-1,1,1,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Agree","Somewhat Agree","Disagree","Disagree","Strongly Disagree","Somewhat disagree","No","","No","","","","","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Disagree","Somewhat agree",-1,"Agree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Agree","Somewhat Disagree","Neither Agree nor Disagree","Donâ€™t trust the people who made it","They donâ€™t think itâ€™s been tested enough for long periods of time","They arenâ€™t uhealthy ","They think it will help ","Will mean no more lockdowns","It has been tested enough ","Rarely","Once or twice a year","20","Male","-99","A levels","Very likely","-99","Yes","control","0","0",202,0,"No ",-1,0,0,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Agree","Disagree","Strongly Disagree","Disagree","Somewhat disagree","No","","Undecided","","","","","Disagree","Somewhat Agree","Disagree","Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Somewhat Agree","Somewhat Agree","Disagree","Disagree","Agree","Somewhat Agree","Disagree","Disagree","Adverse side effects","The vaccine hasn't been around long enough to know the long term effects ","Too many people are suffering from side effects ","For the benefit or the greater population ","Want freedom back and to be able to travel","Vaccine is safe as it has been tested thoroughly ","Most months","Most months","27","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","control","0","0",203,0,"Undecided ",0,0,0,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No","Can we trust who made the vaccine?","Are vaccines dangerous in general?","Are there serious side effects to the vaccine?","Is herd immunity possible without vaccination?","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat agree",0,"Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Don't trust the pharmaceutical companies","Don't trust the government ","Don't trust the medicine ","It protects other people","It protects you as well","Loads of people have had it","Rarely","Once or twice a year","36","Male","-99","GCSEs,Vocational Training / Apprenticeship","Very likely","-99","Yes","choice","0","0",204,0,"No ",-1,1,1,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat disagree","Yes","Undecided","","","","","","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat agree",0,"Strongly Agree","Agree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Agree","Disagree","Disagree","I donâ€™t want to be the eighth person to die from a blood-clot!","The side effects are appalling - I knew someone who shook for three hours afterwards!","Long term effects?  Will I be diagnosed with cancer, or with a neurological disease down the line, because I let someone inject me with God knows what? (It is a profit making business after all!)","I trust pharmaceutical companies - they have humanities welfare at heart.","I need all the protection I can get, dealing with the gen pop as I do!","If Boris says itâ€™s safe, Iâ€™ll do it!","Rarely","Most months","47","Female","-99","Undergraduate degree (BSc, BA)","Very likely","Thanks! Iâ€™ve had the first jab (peer pressure) and I just donâ€™t want the second after such an awful experience.  Stuck between a rock and a hard place being an autoimmunie.  Donâ€™t want to feel like that again - was very ill - canâ€™t afford to take time off to recoup:(. Interesting times...","Yes","control","0","0",205,1," Undecided",0,0,0,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Disagree","Disagree","Somewhat Agree","Somewhat disagree","No","","Undecided","Have the vaccines been rushed?","Could the virus mutate, reducing the effectiveness of the vaccine?","Are there serious side effects to the vaccine?","Is herd immunity possible without vaccination?","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat agree",0,"Agree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Somewhat Agree","Disagree","Disagree","risk of blood clots.","so few cases now there is no need for me to have one.","hard to book a vaccination. ","so we can go on a foreign holiday.","get back to normality.","reduce the risk of death.","Rarely","Most days","60","Male","-99","GCSEs","Very likely","-99","Yes","choice","0","0",206,0,"Undecided ",0,0,0,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat disagree","No","","No","Are the vaccines safe?","Are vaccines dangerous in general?","Is the pharmaceutical industry getting richer because of these vaccines?","What is a messenger RNA vaccine?","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Agree","Agree","Disagree","Somewhat Agree","Agree","Somewhat Agree","Disagree","Disagree","I feel I would rather take the risk with my own immune system vs the virus (which I may have had asymtomatically) rather than risk unknown
long term vaccine side effects
","I worry that the mRNA vaccines could cause my immune system to go into overdrive / cytokine storm with Covid and also Iâ€™m concerned it could render my immune system useless against any other virus","Iâ€™m worried mRNA encourages Covid to enter cells and cause infection. worried AZ will cause blood clots, Iâ€™m female on HRT.  
I feel the risk vs balance is better to not introduce unproven vaccines ","Iâ€™m elderly and worry if I get Covid I will die, I want the vaccine to prevent the risk of death.  Also I donâ€™t have many years left so the longer term unknown risks are worth taking","Iâ€™m afraid of contracting Covid and being very ill, I want to be able to live my life again so
Iâ€™m willing to take a risk and have the vaccine.","I have a compromised immune system and the vaccine will give me peace of mind I wonâ€™t die from Covid.","Most weeks","Most weeks","51","Female","-99","A levels","Very likely","I would have like to have been able to read more of the topics about fear around vaccines, I could only select exact questions I would like to have been fully informed of all.  I am very nervous to have the vaccine and feel coerced by government and society to have it, this make s me angry, as ultimately I feel I will have to have it to be able to work as a massage therapist so therefore I want to glean as much information about the different vaccines before I consent, if I do at all.  The longer term effects which are still unknown are my main concern, along with they are only licensed right now under an emergency license and I believe it isnâ€™t fully so until 2023, so therefore doesnâ€™t that still mean itâ€™s experimental and that the human race is being used as guinea pigs?  In the Uk 99.6% or more if the population have not died.  I cannot see the reaction to these figures as right, other than for the pharmaceutical companies to either make money if fit Bill Gates to push his de-population agenda as people die of various other causes further down the line due to his vaccines from causes that will not be able to be pinned on the vaccines.  Also if he is so bothered about saving humanity why wonâ€™t he license his vaccines in 3rd world countries, if it isnâ€™t about money etc.","Yes","choice","0","0",207,0,"No ",-1,1,1,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Somewhat disagree","No","","No","Do I really need a vaccine?","Is Covid-19 dangerous for someone young like me?","Will the vaccine be effective long term, or can immunity go away?","Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?","Disagree","Disagree","Disagree","Disagree","Disagree","Somewhat agree",-1,"Somewhat Agree","Somewhat Disagree","Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Agree","At my age I am at a significantly lower risk of developing complications from covid so the need for vaccination isn't necessary for me","The vaccine does not prevent you from getting covid or from transferring covid so the vaccine is ineffective ","The long term side effects from the vaccine aren't known yet as this has not had the length of time for testing as other vaccines ","I'm more worried about the effects of covid than the vaccine","My work requires I have the vaccine ","I want the vaccine to end lock downs ","Most weeks","Most weeks","32","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0",208,0,"No ",-1,0,0,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Disagree","Strongly Disagree","Disagree","Disagree","Somewhat disagree","No","","No","Are the vaccines safe?","Do we know enough about Covid-19 to develop a vaccine?","Are there serious side effects to the vaccine?","What is a messenger RNA vaccine?","Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat agree",-1,"Somewhat Agree","Somewhat Agree","Somewhat Disagree","Disagree","Somewhat Agree","Somewhat Agree","Disagree","Somewhat Disagree","Because it is still in its testing phase until 2023","Because they aren't in a high risk category and kobe a healthy lifestyle ie eat well, exercise, don't smoke or drink. And therefore have a good immune system ","Because we have the right to bodily autonomy and making decisions based on informed consent ","They want to get 'back to normal'. When being forced to test or take vaccines to participate in society is not normal ","That it is to 'keep others safe' when that is not the case","That it 'has been tested' when it is infact still in the testing stages until 2023 therfore long term effects are not yet known ","Most weeks","Most days","43","Female","-99","Undergraduate degree (BSc, BA)","Very unlikely","-99","Yes","choice","0","0",209,0,"No ",-1,0,0,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Somewhat disagree","No","","No","Are the vaccines safe?","Are vaccines dangerous in general?","Is the pharmaceutical industry getting richer because of these vaccines?","What is a messenger RNA vaccine?","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Disagree","Disagree","Strongly Disagree","Agree","Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","World leaders don't have our best interests at heart","The government are working to obtain more control over the nation","The only people profiting from the vaccines are big Pharma and the government.","I believe everything Matt Hancock says, he is a good man with good intentions ","We need this for the future of humankind","I will be able to go on holiday if I get the vaccine","Most weeks","Most days","27","Female","-99","Undergraduate degree (BSc, BA)","Somewhat likely","-99","No","choice","0","0",210,0,"No ",-1,0,0,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat disagree","No","","No","","","","","Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat agree",-1,"Somewhat Agree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Disagree","Somewhat Disagree","Disagree","Bad side effects that are worrisome","Not affective against COVID and doesnâ€™t stop you getting or spreading it","Got a strong enough immune system to not need it","To protect themselves and others, especially the vulnerable ","So they can do things that require a COVID passport like travel etc","So that they donâ€™t catch COVID ","Most months","Most days","30","Male","-99","Postgraduate degree (MSc, MA, MPhil)","Very likely","-99","Yes","control","0","0",211,0,"No ",-1,0,0,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Disagree","Disagree","Disagree","Somewhat Agree","Somewhat disagree","No","","Undecided","Are the vaccines safe?","Do we know enough about Covid-19 to develop a vaccine?","Are there serious side effects to the vaccine?","How is the Covid-19 vaccine different to other vaccines?","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Agree","Somewhat agree",-1,"Disagree","Neither Agree nor Disagree","Disagree","Disagree","Somewhat Agree","Disagree","Disagree","Somewhat Agree","Dangerous, I've heard about some bad side effects ","It doesn't cover you against all strains ","They initially targeted it at ethnic minorities which tells me somethings not right ","I was offered the chance to take it ","I need it to go on holiday and I believe I'll need one to travel ","I know someone personally who suffered from it so I don't want to happen to me ","Rarely","Rarely","25","Male","-99","Undergraduate degree (BSc, BA)","Likely","-99","Yes","choice","0","0",212,0,"Undecided ",0,-1,0,1
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat disagree","No","","No","","","","","Somewhat Disagree","Somewhat Disagree","Disagree","Disagree","Somewhat Disagree","Somewhat agree",-1,"Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Agree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","It has a 99.7% survival rate ","My choice, my life and my body ","Canâ€™t trust the government ","Just want to get back to normal ","Saving other peopleâ€™s lives ","I want to go on holiday ","Most weeks","A few times a year","29","Female","-99","GCSEs,A levels","Likely","-99","Yes","control","0","0",213,0,"No ",-1,0,0,0
"17/05/2021","YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided","Are the vaccines safe?","Is Covid-19 dangerous for someone young like me?","Are there serious side effects to the vaccine?","Is herd immunity possible without vaccination?","Neither Agree nor Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Agree","Agree","Disagree","Somewhat Agree","Agree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","Long term side effects","short term side effects","need for regular annual vaccines","protection against the virus","to get life back to normal
and see loved ones","in order to travel abroad","Rarely","Rarely","39","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0",214,0,"Undecided ",0,0,0,1
