"StartDate","EndDate","Duration","timing_info_consent_Page.Submit","CONSENT","prolif_check","vax_att_1","vax_att_2","vax_att_3","vax_att_4","vax_att_5","att_check_1","vax_yet","vax_futureY","vax_futureN","timing_cntrl1_Page.Submit.3","timer_cntrl2_Page.Submit.3","timer_cntrl3_Page.Submit.3","timing_control4_Page.Submit.3","Q1","timing_choice1_Page.Submit","Q2","timing_choice2_Page.Submit","Q3","timing_choice3_Page.Submit","Q4","timing_choice4_Page.Submit","post_vax_att_1","post_vax_att_2","post_vax_att_3","post_vax_att_4","post_vax_att_5","att_check_2","vax_future_2","experience_1","experience_2","experience_3","experience_4","information_1","information_2","information_3","information_4","ITT_1_A","ITT_2_A","ITT_3_A","timing_ITT_A_Page.Submit","ITT_1_F","ITT_2_F","ITT_3_F","timing_ITT_F_Page.Submit","discuss_1","read_1","age","gender","gender_4_TEXT","edu","take_part_again","anything_else","friend","condition","clicked_t","clicked_f","FL_3_DO","Block1_Cntrl_DO","Block2_Cntrl_DO","Block3_Cntrl_DO","Block4_Cntrl_DO","ID","vax_yet_1","vax_future","vax_future_1","vax_change","vax_positive","choice_cond","control_info_time","choice_info_time"
"17/05/2021 10:08","17/05/2021 10:35",1600,9.454,"YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Disagree","Strongly Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat disagree","No","","No",37.103,23.954,18.972,25.211,"",NA,"",NA,"",NA,"",NA,"Disagree","Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",-1,"Agree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Neither Agree nor Disagree","personal choice - maybe this person does not want to be dictated too or believe everything they read in the media.  Maybe the person would rather make their own decisions and do their own research.","scared of needles - not everyone is happy to have a injection.","not being allowed to pick which vaccine they have",461.998,"they are frightened to catch covid","it will protect them and their families","it will stop them getting covid (which is untrue)",80.547,"Most days","Most days","44","Female","-99","A levels","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl",58,0,"No ",-1,0,0,0,105.24,NA
"17/05/2021 10:09","17/05/2021 10:35",1553,124.266,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Neither Agree nor Disagree","Agree","Somewhat disagree","Yes","Undecided","",80.727,99.639,171.893,125.036,"",NA,"",NA,"",NA,"",NA,"Somewhat Disagree","Somewhat Disagree","Disagree","Neither Agree nor Disagree","Strongly Agree","Somewhat agree",0,"Somewhat Disagree","Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Do not trust politicians, ","Do not trust data statistics eg: how many people have really died, ""28 days of covid diagnosis"" is far from true number","Vaccine and testing are not proven to be effective and accurate. If safe why did teachers, frontline staff, army and police get jabs first",363.306,"Resume work,  interactions with people in general","See family and friends and socialising","go to pub, gyms and pursue personal interests",247.19,"Rarely","Rarely","55","Female","-99","Vocational Training / Apprenticeship","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl",59,1," Undecided",0,0,0,0,477.295,NA
"17/05/2021 10:18","17/05/2021 10:36",1051,55.41,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",106.913,84.065,48.806,88.507,"",NA,"",NA,"",NA,"",NA,"Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Disagree","Strongly Disagree","Strongly Disagree","they don't know if its that safe or if it might kill them?","They dont know the side effects and what they could do to the person?","They are worried that it hasn't been trialled enough, and that it has been rushed through as well?",287.473,"They hope that it will protect them from the virus and they won't die","It might help them from spreading the covid disease to others","They are having the jab just in case there are other stronger variants that might come along from other countries that are even worst than the ones we have right now.",118.331,"Most weeks","Most days","44","Female","-99","Undergraduate degree (BSc, BA)","Very likely","Thank you for the very informative information and very helpful indeed! There were a lot of points that i didnt know about, and were explained to me in great detail, so very grateful, and will also help me make up my mind now.","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl",60,0,"No ",-1,0,0,0,328.291,NA
"17/05/2021 10:27","17/05/2021 10:36",535,10.47,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided",46.996,39.142,54.159,64.648,"",NA,"",NA,"",NA,"",NA,"Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat agree",1,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Agree","Somewhat Agree","Disagree","Disagree","Risk of blood clots is too big","The vaccines have not had long enough to be tested and therefore may be dangerous","They don't trust the government and therefore do not want a vaccine",87.385,"It is highly effective at preventing covid-19","It helps to protect those around you","The sooner everyone is vaccinated, the sooner we can go back to normality ",73.219,"A few times a year","A few times a year","22","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl",61,0,"Undecided ",0,1,1,0,204.945,NA
"17/05/2021 10:09","17/05/2021 10:36",1643,63.718,"YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided",NA,NA,NA,NA,"Are the vaccines effective?",31.937,"Could the virus mutate, reducing the effectiveness of the vaccine?",39.309,"Aren't other treatments preferable to vaccines?",28.687,"Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?",8.068,"Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Disagree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Disagree","Disagree","Neither Agree nor Disagree","Information being given by professionals & governments has been inconsistent at best and contradicts the evidence (ie. downward trend in transmission rates ""slowing"" since vaccine programmes started).","Fears of a more devastating third wave due to people believing they have immunity to the virus when there seems to be no definitive evidence that is the case.","Erosion of trust in advice from health professionals, scientists and governments on the subject of covid-19 vaccines and other covid related information.",718.48,"They want to get back to normal life.","Financial reasons such as not being able to work from home.","Boredom resulting from being in lockdown for so long.",219.08,"Rarely","Rarely","56","Male","-99","A levels","Very likely","-99","Yes","choice","0","0","FL_14","","","","",62,0,"Undecided ",0,0,0,1,NA,108.001
"17/05/2021 10:22","17/05/2021 10:37",867,28.549,"YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Agree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Yes",83.339,44.764,36.848,144.014,"",NA,"",NA,"",NA,"",NA,"Neither Agree nor Disagree","Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat agree",1,"Somewhat Agree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","There has not been enough time to develop a safe vaccine","They feel it is better to wait for herd immunity rather than take a vaccine","There is a risk of adverse side effects",112.908,"It is the best chance to protect everyone against the virus","It offers the quickest path back to a normal (pre-covid) life","The science has been thoroughly tested and we should trust in this",174.511,"Rarely","Most weeks","38","Male","-99","Postgraduate degree (MSc, MA, MPhil)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl",63,0,"Yes ",1,0,0,0,308.965,NA
"17/05/2021 10:13","17/05/2021 10:38",1484,37.678,"YES","Against (I feel negatively about the vaccines)","Somewhat Agree","Disagree","Strongly Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat disagree","No","","Undecided",NA,NA,NA,NA,"Have the vaccines been rushed?",293.799,"Are vaccines dangerous in general?",162.051,"Will the vaccine be effective long term, or can immunity go away?",84.027,"Is herd immunity possible without vaccination?",121.468,"Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Agree","Somewhat agree",1,"Somewhat Agree","Agree","Strongly Disagree","Strongly Disagree","Agree","Strongly Agree","Disagree","Somewhat Disagree","The vaccines cause many health complications, i dont want to have long term health effects because of them","The covid vaccines were developed to quickly, how come they have not developed vaccines for cancer and other diseases yet they have money to invest in covid and come up with a vaccine too quickly","The vaccine does not prevent one from infection and some vaccines do not protect you from other strains, there is talk of getting vaccinated every year so what is the point?",207.649,"The benefits of the vaccine outweigh the negative side effects","chances of recovering from covid infection are high when you are vaccinated compared to when you are not","i work in a health sector where i care for people infected with covid so getting vaccinated is the only way of ensuring my family and I are safe. Better safe than sorry ",255.844,"Most months","Most months","38","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0","FL_14","","","","",64,0,"Undecided ",0,1,1,1,NA,661.345
"17/05/2021 10:30","17/05/2021 10:38",437,43.831,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Are the vaccines safe?",22.858,"Could the virus mutate, reducing the effectiveness of the vaccine?",3.635,"Aren't other treatments preferable to vaccines?",18.376,"Is herd immunity possible without vaccination?",3.525,"Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Somewhat Agree","Somewhat Disagree","Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Agree","Itäó»s not safe to take and will have side effects","They do not trust the government ","Itäó»s unnatural for their body",35.879,"They want to enjoy life and go abroad and get normality back","They trust medical professionals ","Many studies and tests have been tried out",152.851,"Rarely","Rarely","23","Female","-99","A levels","Very likely","-99","Yes","choice","0","0","FL_14","","","","",65,0,"No ",-1,0,0,1,NA,48.394
"17/05/2021 10:27","17/05/2021 10:38",659,33.031,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat disagree","No","","No",106.05,89.378,58.226,94.401,"",NA,"",NA,"",NA,"",NA,"Somewhat Disagree","Somewhat Agree","Disagree","Disagree","Agree","Somewhat agree",-1,"Somewhat Agree","Somewhat Agree","Disagree","Disagree","Somewhat Agree","Somewhat Agree","Disagree","Disagree","It hasnäó»t been in use long enough to know all side effects ","It causes fatal blood clots","Iäó»ve had covid and should have immunity ",53.933,"Itäó»s important to prevent catching covid","Theyäó»d feel safer having had it","The benefits outweigh the risks ",53.814,"Most weeks","A few times a year","36","Female","-99","A levels","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl",66,0,"No ",-1,0,0,0,348.055,NA
"17/05/2021 10:24","17/05/2021 10:39",879,52.465,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Are the vaccines safe?",101.07,"Do we know enough about Covid-19 to develop a vaccine?",139.525,"Will the vaccine be effective long term, or can immunity go away?",63.584,"Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?",71.591,"Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly agree",-1,"Agree","Agree","Somewhat Agree","Somewhat Disagree","Agree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","Don't trust the vaccine ","Don't trust big pharmaceutical companies ","Scared of the side effects ",79.759,"That a vaccine might save their lives ","Stop the spread of the virus ","Protect themselves and others ",105.164,"Rarely","Most months","45","Male","-99","GCSEs","Very likely","None ","Yes","choice","0","0","FL_14","","","","",67,0,"No ",-1,0,0,1,NA,375.77
"17/05/2021 10:24","17/05/2021 10:39",929,32.942,"YES","Against (I feel negatively about the vaccines)","Somewhat Agree","Agree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Have the vaccines been rushed?",52.751,"Are vaccines dangerous in general?",17.457,"Aren't other treatments preferable to vaccines?",29.734,"Have vaccines been successful in the past?",29.397,"Somewhat Disagree","Agree","Disagree","Somewhat Agree","Somewhat Disagree","Somewhat agree",0,"Somewhat Agree","Agree","Disagree","Disagree","Agree","Agree","Somewhat Disagree","Disagree","there may be some unknown risks","they are young and not worried","There is not enough research",151.328,"Worried about getting covid 19","They believe there has been enough research","They will have it when it's offered to them",101.932,"A few times a year","Rarely","27","Female","-99","Vocational Training / Apprenticeship","Very likely","-99","Yes","choice","0","0","FL_14","","","","",68,0,"No ",-1,1,1,1,NA,129.339
"17/05/2021 10:27","17/05/2021 10:39",761,70.796,"YES","Against (I feel negatively about the vaccines)","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Do I really need a vaccine?",90.807,"Is Covid-19 dangerous for someone young like me?",54.731,"Aren't other treatments preferable to vaccines?",51.195,"Is herd immunity possible without vaccination?",26.117,"Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Disagree","Disagree","Neither Agree nor Disagree","Agree","Somewhat Agree","Disagree","Agree","Agree","Vaccinations arenäó»t just designed to protect from illness, but the people designing them have other intentions. ","The government are exercising Population control","Social control through Microchips ",131.071,"I want to protect myself","I want to protect my loved ones","I think it is a responsible thing to do as a member of society",39.506,"Once or twice a year","Never","34","Male","-99","GCSEs","Very likely","-99","Yes","choice","0","0","FL_14","","","","",69,0,"No ",-1,0,0,1,NA,222.85
"17/05/2021 10:17","17/05/2021 10:40",1349,13.159,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Are the vaccines effective?",80.959,"Could the virus mutate, reducing the effectiveness of the vaccine?",76.42,"Is the pharmaceutical industry getting richer because of these vaccines?",84.135,"Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?",40.333,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Somewhat Agree","Agree","Strongly Disagree","Disagree","Disagree","It is only life-threatening to senior citizens, therefore the immune system provides adequate protection and vaccines are totally unnecessary for the whole population.  ","The vaccine is classed as ""experimental"" by the regulatory body, the MHRA. Human populations are being subjected to an experimental drug which is abhorrent, immoral and criminal. ","Long term effects of mass inoculation, with multiple booster shots, may be catastrophic. ",494.504,"I want my freedom back. ","The government and experts say it will protect me from the virus. ","I'm not doing it for my own health but to protect others. ",96.062,"Most weeks","Most weeks","53","Male","-99","Postgraduate degree (MSc, MA, MPhil)","Somewhat likely","I would direct the writers of this study to Mateja Cernic's excellent book ""Ideological Constructs of Vaccination""","Yes","choice","0","0","FL_14","","","","",70,0,"No ",-1,0,0,1,NA,281.847
"17/05/2021 10:32","17/05/2021 10:41",531,4.044,"YES","Against (I feel negatively about the vaccines)","Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No",25.652,11.994,20.181,6.487,"",NA,"",NA,"",NA,"",NA,"Disagree","Disagree","Strongly Disagree","Disagree","Neither Agree nor Disagree","Somewhat disagree",-1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Theyäó»ve rushed the development of it","It doesnäó»t protect against all variants and for all we know there still might be stronger variants to come","Could have serious side effects due to not enough research",46.374,"They donäó»t want to risk getting covid","Even if they do get Covid at least it wonäó»t be as severe","They want to protect their loved ones",29.441,"Rarely","Rarely","24","Male","-99","Doctorate (PhD)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl",71,0,"No ",-1,0,0,0,64.314,NA
"17/05/2021 10:34","17/05/2021 10:41",437,4.761,"YES","Against (I feel negatively about the vaccines)","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Have the vaccines been rushed?",3.395,"Do we know enough about Covid-19 to develop a vaccine?",6.767,"Aren't other treatments preferable to vaccines?",2.119,"How is the Covid-19 vaccine different to other vaccines?",2.7,"Disagree","Disagree","Disagree","Disagree","Neither Agree nor Disagree","Somewhat agree",-1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Itäó»s too risky e.g. there could be long term effects","It doesnäó»t stop you from getting covid","There hasnäó»t been enough research done to say that the vaccine is completely safe ",51.003,"They want to protect their loved ones","They donäó»t want to take the risk of getting covid","If they get covid it wonäó»t be severe/life threatening",26.798,"Rarely","Rarely","24","Female","-99","Doctorate (PhD)","Very likely","-99","Yes","choice","0","0","FL_14","","","","",72,0,"No ",-1,0,0,1,NA,14.981
"17/05/2021 10:38","17/05/2021 10:41",235,5.512,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat disagree","No","","Undecided",6.625,3.691,5.611,4.028,"",NA,"",NA,"",NA,"",NA,"Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat agree",0,"Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Short length of time for development of vaccine","Long-term side effects are unknown","Blood clot development",37.513,"Preventing effects of virus","Helping in preventing spread of virus","Protecting the particularly vulnerable parts of society",53.138,"Most weeks","Most weeks","29","Male","-99","Postgraduate degree (MSc, MA, MPhil)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl",73,0,"Undecided ",0,0,0,0,19.955,NA
"17/05/2021 10:31","17/05/2021 10:42",625,8.242,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Are the vaccines safe?",17.118,"Do we know enough about Covid-19 to develop a vaccine?",8.644,"Will the vaccine be effective long term, or can immunity go away?",19.621,"Is herd immunity possible without vaccination?",36.213,"Somewhat Disagree","Somewhat Agree","Disagree","Disagree","Somewhat Agree","Somewhat agree",-1,"Somewhat Agree","Somewhat Disagree","Disagree","Disagree","Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Only certain vaccines are available to them currently and so they want to wait until they possibly do become available.","They donäó»t plan to travel so see no need to get the vaccine if the country they live in is doing pretty well at this current stage.","The vaccine is only so effective against Covid so thereäó»s a chance that youäó»ll still catch it.",109.996,"That if they were to catch Covid they would die as they have other complicated issues that affect their health. Therefore a vaccine is a better option.","That they wish to travel and need to be vaccinated in order to do so.","That they believe in vaccines and think that enough scientific information and research available for them to make that educated decision.",131.982,"Most months","Most days","26","Female","-99","Undergraduate degree (BSc, BA)","Very likely","The first question you ask is quite open ended. Instead it should be stated in a time frame sense as I would be open to getting a vaccine maybe in the future once more research has been done.","Yes","choice","0","0","FL_14","","","","",74,0,"No ",-1,0,0,1,NA,81.596
"17/05/2021 10:19","17/05/2021 10:44",1490,146.862,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Strongly Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Do I really need a vaccine?",143.965,"Is Covid-19 dangerous for someone young like me?",87.012,"Don't vaccines only have a placebo effect?",136.201,"Is herd immunity possible without vaccination?",68.106,"Somewhat Disagree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Disagree","Somewhat agree",-1,"Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Disagree","Somewhat Disagree","Somewhat Disagree","Death numbers given are entirely unscientific because they include anyone who has died within 28 days of having a dubious covid test, not whether they have actually died OF covid, as opposed to WITH. ","They have already had the virus. The notion that someone who has had the virus can get it again is so vanishingly rare as to be insignificant, and used as persuasion to get the vaccine is wrong.","They are too young and healthy. They chances of them dying or even getting seriously ill are again vanishingly small and it shouldnäó»t be portrayed as a risk to the young.",413.749,"They are scared of death and the death numbers are high.","They believe it is necessary because someone told them it was.","That they want their freedom back and this is the only way.",171.927,"Most months","Most weeks","30","Male","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","1","FL_14","","","","",75,0,"No ",-1,0,0,1,NA,435.284
"17/05/2021 10:35","17/05/2021 10:45",560,13.862,"YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat disagree","Yes","Yes","",NA,NA,NA,NA,"Are the vaccines safe?",84.253,"Could the virus mutate, reducing the effectiveness of the vaccine?",25.832,"Will the vaccine be effective long term, or can immunity go away?",16.988,"Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?",17.967,"Neither Agree nor Disagree","Somewhat Agree","Strongly Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat agree",0,"Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","The vaccines are too new, we don't know the long term affects.","I had Covid so I don't need a vaccination.","I'm too young, Covid won't make me seriously ill.",103.125,"It will help protect others too.","We need to get back to normal.","I don't want to risk getting ill.",56.417,"Rarely","Once or twice a year","43","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0","FL_14","","","","",76,1," Yes",1,-1,0,1,NA,145.04
"17/05/2021 10:08","17/05/2021 10:45",2204,40.051,"YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No",264.643,127.334,98.981,133.828,"",NA,"",NA,"",NA,"",NA,"Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",-1,"Agree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","Agree","Somewhat Disagree","Disagree","Disagree","The speed in which the vaccine was made has made them nervous about taking it. They don't believe that a vaccine made this quickly would not be safe and they think corners must have been cut  to make ","The vaccine has been causing blood clots in people. They most worrying things is why did they not know about it and if they did have any concerns why did they not tell the public  ","Nobody knows the long term effect and with the blood clot issue what seems to be a surprise to the makers of the vaccine. Who know that else could be a unknown later on down the line ",810.934,"To  protect people close to them like family and friends","To help in the global fight against the disease and help stop the spread of covi-19","The do not want to contract covid-19 they are scared what the effects could be and maybe even losing there life from contracting covid ",371.688,"Most months","Most months","46","Male","-99","GCSEs","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl",77,0,"No ",-1,0,0,0,624.786,NA
"17/05/2021 10:33","17/05/2021 10:46",802,51.826,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Are the vaccines safe?",94.011,"Could the virus mutate, reducing the effectiveness of the vaccine?",59.652,"Will the vaccine be effective long term, or can immunity go away?",35.815,"What is a messenger RNA vaccine?",62.556,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat agree",-1,"Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Disagree","I have read about too many severe reactions including deaths","the clinical trials are not finished and millions are not being monitored for their reaction or being reported properly","it has only been approved for emergency use and would not have been approved elsewise",161.124,"because the media and government say it is safe and are pushing it","because i worry about vaccine passports and restrictions if i dont have it","because i would regret it if I didnt and then got poorly with covid",79.75,"Most months","Most weeks","35","Female","-99","GCSEs","Very likely","-99","Yes","choice","0","0","FL_14","","","","",78,0,"No ",-1,0,0,1,NA,252.034
